id,label,mail
1324,0,"Subject: link to the hpl scheduling mailbox
please follow the instructions below .
why : a suggestion was made ( by carlos ) to centralize transport nominations
we receive by email . we now have an email account set up :
hpl . scheduling @ enron . com . the group is to let our customers know this is
where all nominations need to be sent . this way , if people are out ( or no
longer with us ) , someone will be able to receive the nomination change . i
have also created folders for each shipper . as each nomination is addressed ,
the file is to be moved to the folder for later reference . if the file is
still in the "" inbox "" , it has not been addressed .
any comments to this , i would greatly appreaciate feedback .
- - - - - - - - - - - - - - - - - - - - - - forwarded by edward terry / hou / ect on 01 / 12 / 2001 03 : 27
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : enron messaging security @ enron 01 / 09 / 2001
09 : 07 am
to : hpl scheduling team
cc :
subject : link to the hpl scheduling mailbox
< = < = double - click on the link and the mail box will be added to your lotus
notes workspace . each of you are editors of this mailbox . the internet
address is hpl . scheduling @ enron . com . just in case , the mailbox is located
nahou - lnmai 20 / enron under the mail folder .
the following have access :
michael olsen / na / enron
tom acton / corp / enron
mary poorman / na / enron
eddie janzen / na / enron
edward terry / hou / ect
robert cotten / hou / ect
aimee lannou / hou / ect
jackie young / hou / ect
carlos j rodriguez / hou / ect
mark mccoy / corp / enron
sabrae zajac / hou / ect
thanks ,
sandy rivas
enron messaging security"
1325,1,"Subject: best defense against spam
if you receive a vast amount of bulk
email then please read on . this email was sent to you so you may stop unwanted
emails from entering your inbox . let me tell you a little bit about myself
and why i am imposing on your valuable time . my name is rich and i have
been selling products on the internet for years . can you imagine the amount
of spam i used to receive daily after years of doing business ? let me tell
you it was overwhelming to say the least . in a short amount of time
it was very difficult to operate my online business . my inboxes were filled with
advertisements for every product and get rich quick scheme out there . my
email accounts were for business use and all of my customers knew me by them ,
so it was imperative that i kept them . i was determined to stop my in - boxes from
getting cluttered every day . i tried every method possible to keep my in - boxes
clean but it was getting worse by the month . after spending hundreds of dollars
on spam blockers and countless hours i finally found the perfect solution . it
is called email box filter . email box filter was a lifesaver for me . i literally
stopped the hundreds of unwanted emails i was getting every day and have not missed
one single important email . on top of all that i have eliminated any email virus
threat as well as porn . here is
a link where you can see all the facts . want
to be erased from our list ? do not reply to this email . copy and paste this
link into your browser - blocjunk . com / rmm . htm com . puter tech . nologies 848
n . rain . bow blvd . # 316 las vegas , nv 89107
"
1326,0,"Subject: tenaska iv outage update
fyi .
- - - - - - - - - - - - - - - - - - - - - - forwarded by mike mazowita / corp / enron on 10 / 05 / 2000
10 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" mike gough "" on 10 / 05 / 2000 10 : 28 : 10 am
please respond to
to : "" mazowita , mike ""
cc : "" scarborough , dan "" , "" ward , chuck ""
subject : tenaska iv outage update
we are finally beginning to put closure on our outage . it has been
frustrating to say the least . we are currently projecting a late friday or
early saturday morning startup barring any unseen problems .
mg"
1327,0,"Subject: accounting arrangement at meter 692 - june 2000
stella :
please put the hplc 012 - 41500 - 02 - 013 transport contract in pops at meter
980692 for june 2000 with the track id 150642 and change the swing rankings
so that all of the gas that flows is allocated to the 213 contract with the
above referenced track id . if you would do this first thing july 13 th and
let me know when it is completed i would appreciate it
thanks ,
fred"
1328,0,"Subject: cp & l data
act _ flow is from our system . cp & l flow is from cp & l . all volumes are in mmcf ."
1329,0,"Subject: hpl nom for december 27 , 2000
( see attached file : hplnl 227 . xls )
- hplnl 227 . xls"
1330,0,"Subject: re : industrials
robert ,
please make sure that gary gets a copy of the industrial spreadsheet . nobody
has seen it in a few
months . thanks , pat
from : gary a hanks @ ect 06 / 29 / 2000 08 : 59 am
to : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron
cc :
subject : re : industrials
if it is the one i am thinking of it does . i haven ' t seen one for a few
months .
pat , will you make sure robert sends one to me via email .
thanks
gary
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 06 / 29 / 2000 08 : 54
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
06 / 28 / 2000 07 : 59 pm
to : gary a hanks / hou / ect @ ect
cc :
subject : re : industrials
gary ,
does the workhseet mentioned below assist you with the monthly operations
related to the industrial customers ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 06 / 28 / 2000
07 : 57 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
to : pat clynes / corp / enron @ enron
cc : daren j farmer / hou / ect @ ect , gary a hanks / hou / ect @ ect
subject : re : industrials
first of the month industrials are coming along fine . i will finalize my
pathing tomorrow , thursday , and set up buybacks and swings by the
end of day friday .
the industrial "" buyback & deficiency deals "" worksheet has captured the
necessary data to help gas control & the on - call scheduler as well as
myself and client services .
i will have a preliminary worksheet done by the end of day friday .
i am on vacation during the week of july 5 th thru july 10 th .
enron north america corp .
from : pat clynes @ enron 06 / 28 / 2000 12 : 45 pm
to : robert e lloyd / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect
subject : re : industrials
robert ,
how do we look on the industrial deadlines ? please let me know . thanks ,
pat
daren j farmer @ ect
06 / 28 / 2000 11 : 19 am
to : pat clynes / corp / enron @ enron
cc :
subject : industrials
when will the buybacks and swings be set up for july ? i am a little
concerned with the long weekend coming up . i believe that we agreed that
these would be set up by the 3 rd work day , which would be friday the 7 th .
( six days of flow . ) i definitely don ' t think that we should any later . it
would be great if this could be handled sooner , miimizing our economic impact .
additionally , we need to get the industrial spreadsheet up and running
again . this report is very beneficial to gas control , industrial traders and
schedulers on call .
let me know what you think .
d"
1331,0,"Subject: kingwood cove march specials ! !
welcome & enjoy kingwood cove golf specials . please take advantage of the
special offers . you will receive notices weekly or bi - weekly . if you no
longer wish to receive these messages , simply reply with your request .
keep it in the fairway .
free green fees in march
monday & tuesday - after 10 am
golf invitaion good for up to 4 players
cart rental required .
must present e - mail invitation prior to registration .
not valid with other offers or tournaments . expires 03 / 31 / 00
call now to book your tee - time .
281 - 358 - 1155 .
or
millennium special offer
wednesday & thursday - anytime $ 21 per player
friday , saturday , sunday & holidays after 10 am $ 28 per player
golf invitation good for up to 4 players .
recieve 1 / 2 cart , green fee , range balls
plus a sleeve of xl 2000 golf balls .
must present e - mail invitation prior to registration .
not valid with other offers or tournaments . expires 03 / 31 / 00
call now to book your tee - time .
281 - 358 - 1155 .
* golf lesson special
* lessons save $ 10
buy two or more lessons and save $ 10 per lesson
fine tune your swing now . expires 03 / 31 / 00 .
spring break jr . clinic march 13 th - 15 th .
reminder
get your company leagues rolling for the spring
or start planning for company / charity tournaments . we are
booking for spring 2000 and beyond , get the date of your choice today .
for information contact billy or paul 281 - 358 - 1155 ."
1332,1,"Subject: , si , ze does - matt ` er ; no r "" eally ^ fyjlxqcbp
hey , my girlfriend bought me these penls pil 1 s and let me tell you ,
they have done some amazing things . i have stronger
erectlons ,
my desire has increased and of course , the surprise is that i gained
1
inch
in length . i know it ' s not a lot but it is a beginning .
you should try this
find out more
no more
offers
"
1333,0,"Subject: christmas tree farm pictures
"
1334,0,"Subject: 98 - 3405 activity being allocated / nomed @ 98 - 9643
daren ,
can you please "" 0 "" all activity on sitara deal tickets 113858 , 93779 , 138094 ,
120866 , 138544 , 139661 ( relative to 98 - 3405 ) ? this activity is now being
nomed @ 98 - 9643 . i think that i ' ve referenced all of the deal tickets @ this
meter .
thanks
- jackie -
3 - 9497"
1335,0,"Subject: methanol plant status
it now appears the methanol plant will be up making product about july 28 ."
1336,0,"Subject: guadalupe power partners
texas independent energy invites you to "" come on down "" for the dedication festivities of the guadalupe power partners plant , thursday , june 21 st and friday , june 22 nd in marion , texas .
put yer ' boots on , grab yer ' hat , and click this weblink www . pandaenergy . com / guadcomm for yer ' personal invite !
ya ' ll come on now , ya hear ?
this email contains no attachment , it is for informational purpose only . see the mentioned website above for details and rsvp information ."
1337,0,"Subject: eastrans nomination effective december 1 , 2000
effective 12 / 1 / 00 , the deliveries and redeliveries will be 0 mmbtu / dy .
the transaction agreement will not be utilized and detm will be selling
fuels cotton valley gas to hpl ."
1338,0,"Subject: intraday eastrans nominations change for 9 / 6 / 00 and nomination for
9 / 7 / 00
please pass the following information to meagan parker . her pricing isn ' t
matching .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
01 / 10 / 2001 10 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
09 / 06 / 2000 03 : 39 pm
to : dfarmer @ enron . com , john a . bretz / gcs / cec / pec @ pec
cc : john a . bretz / gcs / cec / pec @ pec , donna j dobb / houston / pefs / pec @ pec ,
sharon beemer / ftworth / pefs / pec @ pec
subject : intraday eastrans nominations change for 9 / 6 / 00 and nomination
for 9 / 7 / 00
as follow - up documentation for the intraday sale on 9 / 6 / 00 , the following
states the pricing for the redeliveries :
8500 mmbtu from fuels cotton valley priced per paragraph la of the contract
price ( per mmbtu ) section in the transaction agreement .
10955 mmbtu at etgs carthage hub tailgate priced per paragraph lc of the
contract price ( per mmbtu ) section in the transaction agreement
10545 mmbtu at cipco / mobile beaumont which is priced differently than
paragraph lb of the contract price ( per mmbtu ) section in the transaction
agreement . the price for 10545 mmbtu for 9 / 6 / 00 will be hsc daily plus
$ . 04 / mmbtu .
please confirm the above by replying to this e - mail message .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
09 / 06 / 2000 01 : 07 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
09 / 06 / 2000 09 : 58 am
to : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,
chad w . cass / gcs / cec / pec @ pec , michael r .
cherry / easttexas / pefs / pec @ pec , bruce mcmills / ftworth / pefs / pec @ pec ,
william e . speckels / gcs / cec / pec @ pec , donna c .
spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec , dora j .
levy / gcs / cec / pec @ pec , briley @ enron . com , dfarmer @ enron . com ,
carlos . j . rodriguez @ enron . com , sharon beemer / ftworth / pefs / pec @ pec ,
connie wester / easttexas / pefs / pec @ pec
cc :
subject : intraday eastrans nominations change for 9 / 6 / 00 and nomination
for 9 / 7 / 00
deliveries continue to be 30 , 000 mmbtu / dy
the redeliveries will be :
8500 from fuels cotton valley
10955 to hpl ' s cartwheel agreement at carthage
10545 at mobil beaumont
effective for 9 / 7 / 00 , deliveries to eastrans continue to be 30 , 000 mmbtu / dy
the redeliveries will be :
8500 from fuels cotton valley
21500 to hpl ' s cartwheel agreement at carthage"
1339,1,"Subject: affordable lev ! itra & v ( iagra ! overnight delivery !
"
1340,0,"Subject: re : error repairs
the pricing for the base deal is based on the gd , but it ' s the average of the gas daily plus . 02 , right ? and i was told that sitara could not handle this pricing structure , that it had to be calculated and entered as a fixed price . is this correct ?
- - - - - original message - - - - -
from : farmer , daren j .
sent : friday , august 17 , 2001 3 : 19 pm
to : vela , valerie
subject : re : error repairs
valerie ,
the pricing on the base deal should also be based on gd . i have changed the price to gdp . let me know if that doesn ' t correct that piece . jay is currently looking into the volume issue .
d
- - - - - original message - - - - -
from : vela , valerie
sent : friday , august 17 , 2001 2 : 55 pm
to : smith , joseph
cc : farmer , daren j .
subject : re : error repairs
jay ,
for june , i need a couple of things changed in sitara :
deal 819592 - the commodity price needs to be 3 . 6318
deal 819594 - the commodity price needs to be waha . hub . gdp . d . a + . 02
and for july . . . . . . . . . . . .
it looks like we ' re missing some volume . . . . . . . . . . . .
deal 895651 - baseload deal - should have 55 , 000 per day allocated . and in sitara this deal should be priced at $ 3 . 0505 .
deal 895691 - swing deal - currently has 234 , 000 in the scheduled column and it should be 441 , 000 based on the spreadsheet i sent . did you have some conflicting volumes ? i ' m resending what the volumes should be . and the pricing for this should be at waha . hub . gdp . d . a + . 02 .
>
i think that should do if for now . i ' ll wait to see how these changes come across . please notify me when these changes have been made . thanks !
- - - - - original message - - - - -
from : vela , valerie
sent : tuesday , august 14 , 2001 3 : 44 pm
to : smith , joseph
subject : re : error repairs
thanks !
- - - - - original message - - - - -
from : smith , joseph
sent : tuesday , august 14 , 2001 3 : 44 pm
to : vela , valerie
subject : re : error repairs
the errors have also been repaired for the month of july .
- - - - - original message - - - - -
from : vela , valerie
sent : tuesday , august 14 , 2001 12 : 58 pm
to : smith , joseph
subject : re : error repairs
thank you - - - i ' ll look for this change to come across .
- - - - - original message - - - - -
from : smith , joseph
sent : tuesday , august 14 , 2001 1 : 56 pm
to : vela , valerie
subject : error repairs
valerie ,
in reference to a note sent to darren farmer : houston pipleline mistake on june 18 th
the volume of 50 , 000 for deal 819594 was a mistake . the proper value was 30 , 000 just as you had mentioned . everything should now be fixed . please let me know if you need anything else .
thanks ,
jay smith"
1341,0,"Subject: re : job posting
daren , is this position budgeted and who does it report to ?
thanks
toni graham
x 39995
daren j farmer @ ect
05 / 30 / 2000 06 : 30 am
to : toni graham / corp / enron @ enron
cc :
subject : job posting
toni ,
attached is the job posting for my group . please process this as soon as
possible . thanks .
daren"
1342,0,"Subject: transport p / l ( with fuel ) report
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by elsa villarreal / hou / ect on 02 / 09 / 2000
01 : 40 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
imelda frayre
02 / 04 / 2000 08 : 54 am
to : carrie hollomon / hou / ect @ ect , kimberly s olinger / hou / ect @ ect , bryce
baxter / hou / ect @ ect , gary nelson / hou / ect @ ect , randall l gay / hou / ect @ ect ,
george smith / hou / ect @ ect , theresa branney / hou / ect @ ect , maria
garza / hou / ect @ ect , chris germany / hou / ect @ ect , judy townsend / hou / ect @ ect , dan
junek / hou / ect @ ect , mark friedman / hou / ect @ ect , jeffrey c gossett / hou / ect @ ect ,
katherine l kelly / hou / ect @ ect , eric bass / hou / ect @ ect , elsa
villarreal / hou / ect @ ect
cc : scott mills / hou / ect @ ect
subject : transport p / l ( with fuel ) report
just wanted to inform all of you about the new report option that is now
available in cpr print manager . the new report includes the same information
that is found on the "" transport profit / loss "" report plus fuel detail
information that was not available on the original report . examples of the
additional fuel detailed information that can be found on the new report are
listed below :
fuel percent
fuel volume
fuel charge
the new report can be found in cpr print manager in the estimated economics
report category as illustrated below . if you have any questions regarding
this new "" transport p / l ( with fuel ) "" report , please call me at x 35423 .
imelda frayre"
1343,0,"Subject: updated buyback worksheet
please see the attached . the undertake for air products 122218 has been
replaced .
julie"
1344,1,"Subject: not p . leasing your wife anymore ? try via . gra !
s . urprise your w . ife today !
how w . ould you like
a rock h . ard ere . ction ?
with c . ialis . . you can !
l . asts longer then any com . petator
g . eneric cial . is starts workingup _ to twic . e as fast as v . iagra
produce st . ronger e . rections
have a stronger 5 . exual desire
1 . ncreased s . e . . xual stamina
c . onfidential discr . ete ackaging
fully do . ctor app . roved . l . earn mor . e !
100 % mon . ey bac . k satisf . action gua . rantee !
to be taken off our list , heres 8 p 2 b 5 crk 45 y 5652 uo 08 wsllhk 219 ed 8 ko 3 ergwn 5 v 4311 a 32 bggv 2 mll 746 buht 2 wzos 3 c 6 t 39 qrn 2 zd 55 qcc 5 a 6 dy 2 uwvqv 62 rs 8 p 2 b 5 crk 45 y 5652 uo 08 wsllhk 219 ei want a lagoon in my backyardkatie bemused me with her ( lack of ) intelligence . d 8 ko 3 ergwn 5 v 4311 a 32 bggv 2 mll 746 buht 2 wzos 3 c 6 t 39 qrn 2 zd 55 qcc 5 a 6 dy 2 uwvqv 62 rs 8 p 2 b 5 crk 45 y 5652 uo 08 wsllhk 219 ed 8 ko
i want a lagoon in my backyardi want a lagoon in my backyardkatie bemused me with her ( lack of ) intelligence . i want a lagoon in my backyard"
1345,1,"Subject: we have the best on chronoswiss and omegas . are you ready for them ? h
simply visti our site and let ' s see if we can make you happy ! we love to
make our customer ' s feel good and that is why we offer many options for
discount plans on larger orders . we also have the most superior affiliates
that we work with to help work with you
omega , rolex , ap , oris , gucci , cartier , breitling , tag , rado , iwc , tissto ,
v . c , patek . p , mont blanc , bvgari , panerai , a . lange @ sohne , hermes , movado ,
longines , lv , maurice l , technomarine , christian dior , fendi , dkny , chanel ,
baune mercier , ebel , concord , corum , piaget , jaeger lec , chopard , girard - p ,
titoni , tudor , breguet , blancpain , franck muller , dunhill , versace , zenith ,
calvin klein
you are my sun up in the skya shoulder when i cry
blayout four - lanes fbttcompat mzol cavaliar footodd
well touch the sky . youll never believeoh baby now , go round but dont look
down
title : together we ' ll be fine verse lstaring at the walls
"
1346,0,"Subject: june 2001 wellhead nomination
the attachment provides details for a total wellhead nomination for june 2001 of 734 , 436 mmbtu / d . george"
1347,0,"Subject: meter 7361 - mtbe plant / egp fuels ( was 8216 )
daren -
howard came by and asked me to check with you regarding deal 717768 starting
april 6 th for 2 , 000 - it was created by you april 5 th . . he wasn ' t sure if it was a buy back and if you wanted me to
link the buy back deal to 692725 . the buyback deal for this is normally 544392 ( when it was on meter 8216 ) . do you want
this deal to act as the buy back or stay whole . thanks - julie
receipt 2 , 000 deal 717768 - buy back ?
delivery 5 , 500 deal 544388 - daily swing
delivery 8 , 500 deal 692725 - stays whole first"
1348,1,"Subject: lagrangian
chaney , !
75 % off for all new softwares .
windowxp , photoshop , window 2003 . . . etcmore
zazen , as a historical .
"
1349,1,"Subject: this is your dad
unsubscribe
isocline frozen ambivalentcoriolanus
amicable ascriptionarcher octet tristanterm
mother drovetruly solder galvanicdubitable
tilde leakagecollectible etc inventorairtight
terrain cranenotebook"
1350,1,"Subject: finally have a big dick
really lay the pipe to the next girl you screw . . .
http : / / beebe . aenetsell . com / um 6
take off -
http : / / besetting . aenetsell . com / a . html
siltation argue wither
"
1351,0,"Subject: revised month end close schedule
after discussions with bryce , rita and myself , attached is the revised schedule .
please forward to those i have left off the mail list ."
1352,1,"Subject: your specialist ' s appointment starts on the 24 th
stop the paln
vi - codine pain relief !
fda report : http : / / chamberlain . . com
c _ e ' a ' s . e : http : / / canberra . . com / please
provisional edtbauhaus crave demolitionbooze
martingale adjudgepluperfect gottfried blousebeau
allegra heirsubtracter demit oblongdirectorate
roberto vindictivebristle nation cookbookcarven
soulful oleandertune haiku inaccessiblemuscular
balm fishermanindebted dade dizzytroposphere
"
1353,1,"Subject: family reunion
i know it ' s hard sometimes .
don ' t you want to make it hard all the time ?
nip borrow bacterial indices prostheses ornery ferrous selma lustful newsweek avoidance .
beribbon opposable technocrat johannes face onrushing orgiastic stegosaurus discus antiphonal .
paulus sophomore dairy dharma hegemony hypothalamus ppm intermediary lithe pierson cipher contrivance katharine bentley fathom imperturbable ipso allergy commodore balletic szilard tingle tenor brahms closeup louver rake captious blot trapezoidal admonish incredulity positron lineal .
milton bedimmed corpora konrad ductwork allegate sidewall coney perspective arrow convocate clay expansible friction antiquity futile accompany claret tinsel renault aforesaid rosetta hubby coal transmit .
frescoes camelot jujube alberto jack asperity dorado eggshell quash protectorate bethesda bypass biochemic bourgeoisie danube egg dorchester arteriosclerosis yosemite babysit blackmail powdery watershed face sexy usia humiliate friday scotia limitate .
carven wart scuba midday wholehearted deltoid guilt grammarian glom thuban thunderflower .
nooooo mooooooreeeeee meeeeessaaagees heeeeeeereeeeeee
http : / / www . goodherbal . com
duluth gratitude incompatible lambert sourberry melon basswood salvation autotransformer conundrum paleozoic tokyo chalice acidulous century diligent barrier temporal rutty amity pageant crow bauble novo crave martyrdom scour coulomb .
radix sprain arpa doomsday ira simons brain camellia discretionary diminution bradford delilah demarcate sown thrush offshore conductance squid workhorse devious romp imperceptible cytology .
dead turnstone efficient catawba lexical textile cardinal comedian faa clan chutney fillet eddie hideaway demean dungeon zoroastrian vida andromache capella housewives interception marital haphazard idyll nun bleak .
ethnography affluent jonathan proximate birthplace assignation augean emaciate yam prank florist manipulable palate nostalgia .
celebes pragmatist confiscate capricorn battalion thickish dissension chariot dote crawford frontal scenic demonstrate thieves workspace postage ally ore vertices atalanta calf gerbil grandparent beg concord shagbark anselm inflammatory clandestine gelatine lindbergh vortices apprise lionel mo .
contrary rooftree tablet drosophila soot ambient esplanade colloq pogrom compile chuff somehow louver jamestown spanish leander taketh .
gateway tuft coffer copywriter arrange treadmill deoxyribonucleic whitaker rite billboard hospice interceptor settle curate choose tehran alsop paddle venice indispensable dominic crystallographer size indomitable lester .
castor pyroxene dress malawi bayport affix spear seethed bruise hereinabove anabaptist austere howl theme .
hen hospital brouhaha why distal atom panty bazaar acadia coachwork dumpty permit vella dutch transitory locust meld brunch excite whoa .
platelet realisable agrarian ascent squill magician mansion nineteen bergstrom bolivia crucifixion cynthia accentuate catkin deface criss .
bobby cortland byte exemption dart pleura antiperspirant ferromagnetism phenomenal digression hew scold birth mammal farthest fredrickson gnostic grossman litigious adjacent milt quanta chairwoman paulus amplify thunderbird delphine commit polyphemus blest pigment .
elucidate box deconvolution combinate sylow belgian anarchy archer antipodes pair blimp dealt deborah northrup revise cringe dyne condominium beefsteak boldface dictionary clime bullock anchorite impelling scotland teetotal effete divergent elastic backstop jimenez bough slab catalina diffuse demurring parkway flaunt calcite .
preemption vanquish boardinghouse talus feasible debug sneak ultimatum keyes peppery marin blitz exclamation entry sticky schiller unesco pen ingenuity byzantium ac disquietude impregnable cornelius floodlight accessory brisbane inverse dulcet .
"
1354,1,"Subject: 87 % off for all new software . darned cannibalized
while example milk . water , own , make , wire . she flat straight .
we sand glass sky him reason . light student next , head very .
guess , voice , that rail under . first , instrument were . brought
open include drop claim , push . sheet , village think is . he water
select build . try life , power fast voice two product . suit can
hear put better second since . she move near usual told . farm
those month . body door center .
"
1355,0,"Subject: txu at lonestar katy
hey , i spoke with ronnie skerrik and charlie stone this morning and they
agreed that
if lonestar does not bring the gas back to hpl as nomed that the gas will
continue to be
sold to txu . this should elevate any higher vol re - deliveries / make up to
hpl .
please call me with any questions ,
janet"
1356,1,"Subject: oxyyyyconttin no script needeeed
{ taaabbsittabbs } { cccheaapicheeep }
{ ssstttoooppp hhhhurting todayistop da pain now }
http : / / offfmeebabyy
"
1357,0,"Subject: re : southern union - 03 / 01 prod - austin spot deal # 690249 ( sale )
i was not aware that julie was out yesterday . i left early yesterday and this did not get done till this morning .
katherine herrera @ enron
04 / 16 / 2001 03 : 56 pm
to : elizabeth l hernandez / hou / ect @ ect
cc : julie meyers / hou / ect @ ect , daren j farmer / hou / ect
subject : southern union - 03 / 01 prod - austin spot deal # 690249 ( sale )
elizabeth -
deal # 690249 - sale
could you pls the pricing on this deal for march 2001 production for days 25 & 26 to $ 5 . 285 ?
i think daren is out for the remainder of the day and i need to send out my invoice this afternoon .
thanks - katherine
5 - 8643
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 04 / 16 / 2001 03 : 31 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
04 / 16 / 2001 03 : 24 pm
to : daren j farmer / hou / ect
cc : janet h wallis / hou / ect
subject : southern union - 03 / 01 prod - austin spot deal # 690249 ( sale )
daren -
per janet , the price of $ 5 . 235 + . 05 for deal # 690249 is correct .
could you pls change the price in the system to $ 5 . 285 for days 25 & 26 ?
thanks - katherine
5 - 8643
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on 04 / 16 / 2001 03 : 06 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
04 / 16 / 2001 12 : 43 pm
to : janet h wallis / hou / ect
cc : daren j farmer / hou / ect
subject : southern union - 03 / 01 prod - austin spot deal # 690249 ( sale )
janet -
per southern union ' s confirmation sheet , the 15 , 000 mmbtus spot deal on days 03 / 25 & 3 / 26 should be priced at hsc gdp da + . 05 ( at tuesday , 3 / 27 / 01 pricing - which was $ 5 . 235 ) . currently , sitara is showing a price of hsc gdp + . 05 .
is this tuesday pricing correct ? if so , pls forward this to daren so that he can change the price in sitara to $ 5 . 235 + . 05 ( totaling $ 5 . 285 ) .
thanks - katherine
5 - 8643"
1358,0,"Subject: devon accounting contact
here is the point person for devon accounting questions / information :
gary wade
devon energy corporation
revenue accounting supervisor
tel 405 - 552 - 4721
wadeg @ dvn . com
20 north broadway , suite 1500
oklahoma city , ok 73102 - 8260
fax 405 - 552 - 4550"
1359,0,"Subject: 23 rd noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 03 / 22 / 2000
03 : 42 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
royal _ b _ edmondson @ reliantenergy . com on 03 / 22 / 2000 01 : 56 : 36 pm
to : ami _ chokshi @ enron . com , ggrant @ enron . com
cc :
subject : 23 rd noms
( see attached file : hpl - mar . xls )
- hpl - mar . xls"
1360,1,"Subject: xp , adobe , autodesk , corel oem overstock sale from antoine poole
? motley % rnd _ date _ time microsoft windows xp professional edition ? houston packed with multimedia features , windows xp pro edition aims to unlock the full potential of your personal computer . it also looks great , with smooth , rounded window corners , larger and more detailed icons and a sleek - feeling desktop . ? beak retail price : $ 270 . 99 our price : $ 39 . 95 more info buy now ! clergyman office xp professional adobe photoshop 7 . 0 adobe illustrator 10 retail price : $ 579 . 99 our price : $ 59 . 95 retail price : $ 609 . 99 our price : $ 59 . 95 retail price : $ 579 . 99 our price : $ 59 . 95 more info buy now ! more info buy now ! more info buy now ! windows 2000 professional windows server 2003 corel graphics suite 11 retail price : $ 266 . 99 our price : $ 34 . 95 retail price : $ 999 . 99 our price : $ 79 . 95 retail price : $ 270 . 99 our price : $ 69 . 95 more info buy now ! more info buy now ! more info buy now ! ? costume never pay full price again ! oem - cd sells microsoft , adobe and other software at wholesale prices that blow away the competition . every product comes directly from a certified platinum level supplier . all products clearly state whether they are oem products or retail boxed . dont overpay for name brand software ever again ! 1 . ms office xp pro 2 . ms windows xp pro 3 . adobe illustrator 104 . adobe photoshop 7 . 05 . corel graphics suite 116 . ms server 20037 . cakewalk home studio 048 . macromedia fireworks 4 . 029 . ms windows 2000 pro 10 . 3 d studio max v 6 . 0 copyright 2004 oem - cd . all rights reserved ."
1361,1,"Subject: popular meds at lowest prices
we are now carrying v / alium !
save cash , buy ge . neric !
no previous presc . ription needed !
- x / anax - treatment for anxiety
- - phe / ntermine - - for wei / ght loss
- via / gra - at wholesale cost
- - ambian - sleep like a baby
- lipitor - reduce cholesterol
- nexium to treat acid reflux
- pa . xil - to treat mental ailments i . e . depression or panic attacks
- - vioxx - - p . ain relief
check out canadian ge . nerics below :
try some now
http : / / 12 wmeds 3 . com / hos t / e m a i lr e mov e . as p ( no s paces )
"
1362,1,"Subject: paliourg , exceptional meedication for you !
how ' s tricks ? the love of our private friends is the only preparatory exercise for the love of all men .
paliourg , looking for a place to get medicatiuvon ? finest viagbtra and cialfris .
quick weight ( aristogenesis prestissimo ) loss and anti depressant medicatixion ! best offers on valiumim and xanahux .
exceptional deals , 80 percent off ! we ship wrdolwideyour easy solution is here : http : / / selcydc . com / dl 3 / index . php ? id = dl 3 you are completely anonymous !
the purely agitation attitude is not good enough for a detailed consideration of a subject . some of us are becoming the men we wanted to marry ."
1363,0,"Subject: re : nom / actual vols for may 17 th
we agree
"" eileen ponton "" on 05 / 18 / 2001 01 : 44 : 19 pm
to : david avila / lsp / enserch / us @ tu , charlie stone / energy / txu @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com ,
szajac @ enron . com
cc :
subject : nom / actual vols for may 17 th
nom mcf mmbtu
26 , 250 28 , 151 28 , 911"
1364,1,"Subject: guaranteed satisfaction , cheapest prescrip ( tion dru ) gs on the net !
"
1365,1,"Subject: re : you still look the same !
great gift
idea ! click here for a free bottle !
the
saversclub
this offer was sent to you as a valued
subscriberof the savers club . if you would prefer
not to receive further emails fromthe savers club and
wish to remove your name and e - mail address from our
database , please click
here . or write us at : md , 38900 fm
1774 , magnolia , tx 77355
"
